source_id	source_name	license	format	relative_path	origin	approval_status	notes
microsoft_markitdown_tests	Microsoft MarkItDown tests	needs_review	pdf	sources/markitdown/SPARSE-2024-INV-1234_borderless_table.pdf	https://github.com/microsoft/markitdown	approved	pdf layout/table reference from upstream tests
paddleocr_ppstructure_samples	PaddleOCR PP-Structure samples	needs_review	pdf	sources/paddleocr/ppstructure_reference.pdf	https://github.com/PaddlePaddle/PaddleOCR	pending_review	placeholder only; keep pending until a reviewed local file is added
pandoc_tests	Pandoc tests	needs_review	docx	sources/pandoc/demo/UsersGuide.docx	https://github.com/jgm/pandoc	approved	curated from pandoc.org demo after local source/license review
pandoc_tests	Pandoc tests	needs_review	epub	sources/pandoc/demo/MANUAL.epub	https://github.com/jgm/pandoc	approved	curated from pandoc.org demo after local source/license review
pandoc_tests	Pandoc tests	needs_review	html	sources/pandoc/demo/biblio.html	https://github.com/jgm/pandoc	approved	small html bibliography smoke from pandoc.org demo after local source/license review
pandoc_tests	Pandoc tests	needs_review	txt	sources/pandoc/demo/MANUAL.txt	https://github.com/jgm/pandoc	approved	small pandoc.org manual text smoke after local source/license review
pandoc_tests	Pandoc tests	needs_review	json	sources/pandoc/demo/biblio.json	https://github.com/jgm/pandoc	approved	small pandoc.org bibliography json smoke after local source/license review
pandoc_tests	Pandoc tests	needs_review	yaml	sources/pandoc/demo/biblio.yaml	https://github.com/jgm/pandoc	approved	Pandoc bibliography YAML now parses as normal coverage after YAML single-document marker and nested-sequence hardening; true multi-document streams remain unsupported as a separate boundary
cpython_xml_tests	cpython_xml_tests	PSF-2.0	xml	sources/cpython/xml/simple-ns.xml	https://github.com/python/cpython/blob/main/Lib/test/xmltestdata/simple-ns.xml	approved	PSF-2.0 CPython XML fixture with a namespace declaration, PI, comment, tail text, and empty element; current normal XML path should preserve the source literally inside a fenced XML block
cpython_xml_tests	cpython_xml_tests	PSF-2.0	xml	sources/cpython/xml/expat224_utf8_bug.xml	https://github.com/python/cpython/blob/main/Lib/test/xmltestdata/expat224_utf8_bug.xml	approved	PSF-2.0 CPython XML fixture used for Expat UTF-8 regression coverage; current normal XML path should preserve the long mixed CJK attribute payload literally inside a fenced XML block
cpython_xml_tests	cpython_xml_tests	PSF-2.0	xml	sources/cpython/xml/test.xml	https://github.com/python/cpython/blob/main/Lib/test/xmltestdata/test.xml	approved	PSF-2.0 CPython XML fixture declared as iso-8859-1; normal XML output should respect the source encoding declaration and preserve the literal XML content inside a fenced block instead of failing UTF-8 decode
microsoft_markitdown_tests	Microsoft MarkItDown tests	needs_review	xml	sources/markitdown-repo/packages/markitdown/tests/test_files/test_rss.xml	https://github.com/microsoft/markitdown	approved	Local-only RSS/XML literal passthrough guard on upstream MarkItDown fixture; catches namespace/creator/title loss or raw parser noise leakage
csv_spectrum_tests	csv_spectrum_tests	BSD-2-Clause	csv	sources/csv-spectrum/csv/newlines.csv	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/newlines.csv	approved	BSD-2-Clause csv-spectrum sample with an embedded newline inside a quoted field; normal output should preserve row structure and lower the embedded line break conservatively
csv_spectrum_tests	csv_spectrum_tests	BSD-2-Clause	csv	sources/csv-spectrum/csv/quotes_and_newlines.csv	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/quotes_and_newlines.csv	approved	BSD-2-Clause csv-spectrum sample combining embedded newlines with escaped quotes inside one field; normal output should keep the field in one table cell with readable `<br>` breaks
csv_spectrum_tests	csv_spectrum_tests	BSD-2-Clause	csv	sources/csv-spectrum/csv/quotes_and_newlines.csv	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/quotes_and_newlines.csv	approved	Local-only quoted-newline/escaped-quote guard on the csv-spectrum sample; catches row collapse or quote artifact leakage while preserving the current `<br>` lowering inside one table cell
csv_spectrum_tests	csv_spectrum_tests	BSD-2-Clause	csv	sources/csv-spectrum/csv/comma_in_quotes.csv	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/comma_in_quotes.csv	approved	BSD-2-Clause csv-spectrum sample with a comma inside a quoted city field; normal output should keep the row aligned and preserve the comma-bearing text in one cell
csv_spectrum_tests	csv_spectrum_tests	BSD-2-Clause	csv	sources/csv-spectrum/csv/comma_in_quotes.csv	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/comma_in_quotes.csv	approved	Local-only comma-in-quotes guard on the csv-spectrum sample; catches delimiter drift that would split the quoted city field or duplicate the lone data row
csv_spectrum_tests	csv_spectrum_tests	BSD-2-Clause	csv	sources/csv-spectrum/csv/empty.csv	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/empty.csv	approved	BSD-2-Clause csv-spectrum sample with explicit empty quoted cells; normal output should preserve column count and keep empty fields empty instead of collapsing cells
csv_spectrum_tests	csv_spectrum_tests	BSD-2-Clause	csv	sources/csv-spectrum/csv/empty.csv	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/empty.csv	approved	Local-only empty-field guard on the csv-spectrum sample; catches collapsed explicit empty cells or delimiter drift on the tiny three-column table
csv_spectrum_tests	csv_spectrum_tests	BSD-2-Clause	csv	sources/csv-spectrum/csv/escaped_quotes.csv	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/escaped_quotes.csv	approved	BSD-2-Clause csv-spectrum sample with doubled quotes inside a quoted field; normal output should unescape them once while preserving the field as one cell
csv_spectrum_tests	csv_spectrum_tests	BSD-2-Clause	csv	sources/csv-spectrum/csv/escaped_quotes.csv	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/escaped_quotes.csv	approved	Local-only escaped-quote guard on the csv-spectrum sample; catches quote-unescape drift or row collapse while preserving the current one-cell lowering
csv_spectrum_tests	csv_spectrum_tests	BSD-2-Clause	csv	sources/csv-spectrum/csv/newlines_crlf.csv	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/newlines_crlf.csv	approved	BSD-2-Clause csv-spectrum sample combining CRLF line endings with an embedded newline inside a quoted cell; normal output should preserve both row boundaries and the intra-cell break conservatively
csv_spectrum_tests	csv_spectrum_tests	BSD-2-Clause	csv	sources/csv-spectrum/csv/newlines_crlf.csv	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/newlines_crlf.csv	approved	Local-only CRLF quoted-newline guard on the csv-spectrum sample; catches row-boundary collapse or intra-cell newline loss while preserving the current `<br>` lowering
csv_spectrum_tests	csv_spectrum_tests	BSD-2-Clause	csv	sources/csv-spectrum/csv/utf8.csv	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/utf8.csv	approved	BSD-2-Clause csv-spectrum sample with non-ASCII UTF-8 content in a plain cell; normal output should preserve the character without replacement or loss
csv_spectrum_tests	csv_spectrum_tests	BSD-2-Clause	csv	sources/csv-spectrum/csv/utf8.csv	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/utf8.csv	approved	Local-only UTF-8 non-ASCII guard on the csv-spectrum sample; catches replacement-glyph leakage or row-shape drift on a tiny non-ASCII table
csv_spectrum_tests	csv_spectrum_tests	BSD-2-Clause	csv	sources/csv-spectrum-repo/csv/csvs/empty_crlf.csv	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/empty_crlf.csv	approved	Local-only CRLF empty-field count guard on csv-spectrum repo sample; catches row collapse or delimiter drift on CRLF input with explicit empties
markitdown_tests	markitdown_tests	needs_review	csv	sources/markitdown-repo/packages/markitdown/tests/test_files/test_mskanji.csv	https://github.com/microsoft/markitdown/blob/main/packages/markitdown/tests/test_files/test_mskanji.csv	approved	Local-only cp932/mskanji CSV guard from Microsoft MarkItDown test data; catches UTF-8-only decode regressions and mojibake on Japanese table content
microsoft_markitdown_tests	Microsoft MarkItDown tests	needs_review	zip	sources/markitdown-repo/packages/markitdown/tests/test_files/test_files.zip	https://github.com/microsoft/markitdown	approved	Local-only ZIP/container guard on upstream MarkItDown mixed archive; catches nested HTML redirect-wrapper leakage while preserving stable nested-doc order and asset extraction
microsoft_markitdown_tests	Microsoft MarkItDown tests	needs_review	pdf	sources/markitdown-repo/packages/markitdown/tests/test_files/RECEIPT-2024-TXN-98765_retail_purchase.pdf	https://github.com/microsoft/markitdown	approved	small receipt-style pdf from upstream MarkItDown tests after local review
microsoft_markitdown_tests	Microsoft MarkItDown tests	needs_review	pdf	sources/markitdown-repo/packages/markitdown/tests/test_files/masterformat_partial_numbering.pdf	https://github.com/microsoft/markitdown	approved	small section-numbering pdf from upstream MarkItDown tests after local review
microsoft_markitdown_tests	Microsoft MarkItDown tests	needs_review	docx	sources/markitdown-repo/packages/markitdown/tests/test_files/test_with_comment.docx	https://github.com/microsoft/markitdown	approved	ZIP data descriptor compatibility is now supported; kept as a DOCX comments and OOXML package reference
microsoft_markitdown_tests	Microsoft MarkItDown tests	needs_review	docx	sources/markitdown-repo/packages/markitdown/tests/test_files/test_with_comment.docx	https://github.com/microsoft/markitdown	approved	small DOCX external reference for inline comment marker plus extracted comment appendix
microsoft_markitdown_tests	Microsoft MarkItDown tests	needs_review	xlsx	sources/markitdown/test.xlsx	https://github.com/microsoft/markitdown	approved	small XLSX external reference for multi-sheet heading and second-sheet table output
python_pptx_tests	python_pptx_tests	MIT	pptx	sources/python-pptx/pptx/prs-notes.pptx	https://github.com/scanny/python-pptx	approved	MIT-licensed python-pptx sample with notesSlide1.xml; current output emits a Speaker Notes section
python_pptx_tests	python_pptx_tests	MIT	pptx	sources/python-pptx/pptx/cht-charts.pptx	https://github.com/scanny/python-pptx	approved	MIT-licensed python-pptx sample with a stable multi-series chart; normal output should keep the chart-table fallback intact instead of dropping the slide to an empty placeholder
python_pptx_tests	python_pptx_tests	MIT	pptx	sources/python-pptx/pptx/cht-legend.pptx	https://github.com/scanny/python-pptx	approved	MIT-licensed python-pptx legend sample spanning multiple chart slides; useful positive control that heterogeneous chart decks still lower via the table fallback path
python_pptx_tests	python_pptx_tests	MIT	pptx	sources/python-pptx/pptx/cht-legend.pptx	https://github.com/scanny/python-pptx	approved	Local-only legend chart count guard on python-pptx sample; catches duplicated slide blocks or chart-table header drift while preserving the current two-slide repeated-series layout
python_pptx_tests	python_pptx_tests	MIT	pptx	sources/python-pptx/pptx/sld-notes.pptx	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/sld-notes.pptx	approved	MIT-licensed python-pptx slide-notes sample with one populated notes slide and one blank content slide; useful richer notes-path positive control
python_pptx_tests	python_pptx_tests	MIT	pptx	sources/python-pptx/pptx/ext-rels.pptx	https://github.com/scanny/python-pptx	approved	MIT-licensed python-pptx sample with explicit external hyperlink relationship on slide text
openxml_sdk_tests	openxml_sdk_tests	MIT	pptx	sources/openxml-sdk/pptx/viewPr-showComments-1.pptx	https://github.com/dotnet/Open-XML-SDK	approved	MIT-licensed Open-XML-SDK sample with comments and commentAuthors; current output emits slide text plus PPTX comment appendix
openxml_sdk_tests	openxml_sdk_tests	MIT	pptx	sources/openxml-sdk/pptx/mediareference.pptx	https://github.com/dotnet/Open-XML-SDK/blob/main/test/DocumentFormat.OpenXml.Tests.Assets/assets/TestFiles/mediareference.pptx	approved	MIT-licensed Open XML SDK media-reference sample whose slides contain clickable media pictures but no body text; normal output should still fall back to exported slide image refs instead of a silent empty result
openxml_sdk_tests	openxml_sdk_tests	MIT	pptx	sources/openxml-sdk/pptx/animation.pptx	https://github.com/dotnet/Open-XML-SDK/blob/main/test/DocumentFormat.OpenXml.Tests.Assets/assets/TestFiles/animation.pptx	approved	MIT-licensed Open XML SDK animation sample where one slide falls back to an exported image alongside visible text; useful guard against mixed text/image decks collapsing to empty output
openxml_sdk_tests	openxml_sdk_tests	MIT	pptx	sources/openxml-sdk/pptx/Algn_tab_TabAlignment.pptx	https://github.com/dotnet/Open-XML-SDK/blob/main/test/DocumentFormat.OpenXml.Tests.Assets/assets/TestFiles/Algn_tab_TabAlignment.pptx	approved	MIT-licensed Open XML SDK PPTX sample with explicit tab-alignment text runs; useful positive control that normal output keeps the visible text order coherent
openxml_sdk_tests	openxml_sdk_tests	MIT	pptx	sources/openxml-sdk/pptx/Algn_tab_TabAlignment.pptx	https://github.com/dotnet/Open-XML-SDK/blob/main/test/DocumentFormat.OpenXml.Tests.Assets/assets/TestFiles/Algn_tab_TabAlignment.pptx	approved	Local-only tab-alignment count guard on Open XML SDK sample; catches duplicate text blocks or raw XML leakage in the tab-normalization path
apache_poi_tests	apache_poi_tests	Apache-2.0	xlsx	sources/apache-poi/xlsx/55906-MultiSheetRefs.xlsx	https://github.com/apache/poi	approved	Apache POI fixture with multi-sheet formula cached values and stable cross-sheet visible strings
apache_poi_tests	apache_poi_tests	Apache-2.0	xlsx	sources/apache-poi/xlsx/DateFormatTests.xlsx	https://github.com/apache/poi	approved	Apache POI fixture with stable cached date/time formatting examples in a small workbook
apache_poi_tests	apache_poi_tests	Apache-2.0	xlsx	sources/apache-poi/xlsx/TwoSheetsOneHidden.xlsx	https://github.com/apache/poi	approved	Apache POI fixture with one hidden sheet; normal markdown keeps the visible Sheet2 content and hides hidden Sheet1 while metadata preserves sheet state for inspect-oriented consumers
apache_poi_tests	apache_poi_tests	Apache-2.0	xlsx	sources/apache-poi/xlsx/GroupTest.xlsx	https://github.com/apache/poi	approved	Apache POI fixture with grouped and hidden rows; current output preserves visible string sequence and blank-ish gaps conservatively
apache_poi_tests	apache_poi_tests	Apache-2.0	xlsx	sources/apache-poi/xlsx/Tables.xlsx	https://github.com/apache/poi	approved	small external merged-cell workbook from Apache POI; merge refs include A5:J5,A4:J4,B7:C7,D7:E7,F7:G7 and current output preserves top-left merged text plus readable surrounding headers
apache_poi_tests	apache_poi_tests	Apache-2.0	xlsx	sources/apache-poi/xlsx/SimpleWithComments.xlsx	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/SimpleWithComments.xlsx	approved	Apache POI workbook with per-cell comments on a simple visible sheet; drives conservative XLSX comment appendix extraction
apache_poi_tests	apache_poi_tests	Apache-2.0	xlsx	sources/apache-poi/xlsx/comments.xlsx	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/comments.xlsx	approved	Apache POI workbook with sparse row comments and multiple empty-looking cells; exercises comment extraction without changing normal table policy
apache_poi_tests	apache_poi_tests	Apache-2.0	xlsx	sources/apache-poi/xlsx/commentTest.xlsx	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/commentTest.xlsx	approved	Apache POI workbook with dense comment coverage across multiple cells; good real-world pressure test for stable XLSX comment ordering
apache_poi_tests	apache_poi_tests	Apache-2.0	xlsx	sources/apache-poi/xlsx/SimpleWithComments.xlsx	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/SimpleWithComments.xlsx	approved	Local-only count guard on Apache POI simple-comments workbook; catches duplicated comment appendix lines or misplaced empty-sheet sections
apache_poi_tests	apache_poi_tests	Apache-2.0	xlsx	sources/apache-poi/xlsx/commentTest.xlsx	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/commentTest.xlsx	approved	Local-only dense-comment count guard on Apache POI workbook; catches duplicated cell comments and ordering regressions in the appendix
apache_poi_tests	apache_poi_tests	Apache-2.0	xlsx	sources/apache-poi/xlsx/commentTest.xlsx	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/commentTest.xlsx	approved	Local-only dense-comment row-shape guard on Apache POI workbook; catches drift between visible body rows and the long ordered comment appendix without depending only on author-name counts
apache_poi_tests	apache_poi_tests	Apache-2.0	xlsx	sources/apache-poi/xlsx/comments.xlsx	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/comments.xlsx	approved	Local-only sparse-comment count guard on Apache POI workbook; catches duplicated comment appendix lines and misplaced empty-sheet blocks
apache_poi_tests	apache_poi_tests	Apache-2.0	xlsx	sources/apache-poi/xlsx/sharedhyperlink.xlsx	https://github.com/apache/poi/blob/trunk/test-data/spreadsheet/sharedhyperlink.xlsx	approved	Apache POI workbook with shared hyperlink relationships; current normal output keeps visible URL text in table form
microsoft_markitdown_tests	Microsoft MarkItDown tests	needs_review	pdf	sources/markitdown-repo/packages/markitdown/tests/test_files/REPAIR-2022-INV-001_multipage.pdf	https://github.com/microsoft/markitdown	approved	small multipage repair-estimate PDF from upstream MarkItDown tests with dense form fields, tabular totals, and extracted page images
microsoft_markitdown_tests	Microsoft MarkItDown tests	needs_review	pdf	sources/markitdown-repo/packages/markitdown/tests/test_files/movie-theater-booking-2024.pdf	https://github.com/microsoft/markitdown	approved	small booking-order PDF from upstream MarkItDown tests with dense labeled form layout and stable monetary values
microsoft_markitdown_tests	Microsoft MarkItDown tests	needs_review	pdf	sources/markitdown/test.pdf	https://github.com/microsoft/markitdown	approved	academic text PDF from upstream MarkItDown tests with numbered sections and column-fragmented text flow; signal stays readability-level only
pdfjs_tests	pdfjs_tests	Apache-2.0	pdf	sources/pdfjs/pdf/SimFang-variant.pdf	https://github.com/mozilla/pdf.js	approved	small Apache-2.0 pdf.js CJK font fixture; current native extraction now surfaces readable CJK text rather than the earlier mojibake boundary
pdfjs_tests	pdfjs_tests	Apache-2.0	pdf	sources/pdfjs/pdf/SimFang-variant.pdf	https://github.com/mozilla/pdf.js	approved	Local-only count guard on the pdf.js SimFang CJK sample; catches mojibake or duplicate heading emission while preserving the current visible mixed CJK+Latin heading
microsoft_markitdown_tests	Microsoft MarkItDown tests	needs_review	pdf	sources/markitdown-repo/packages/markitdown/tests/test_files/MEDRPT-2024-PAT-3847_medical_report_scan.pdf	https://github.com/microsoft/markitdown	approved	scan-only medical-report PDF; current native path emits page images only and does not expect OCR text
microsoft_markitdown_tests	Microsoft MarkItDown tests	needs_review	pdf	sources/markitdown/test.pdf	https://github.com/microsoft/markitdown	approved	small text PDF with embedded /ToUnicode CMaps on multiple fonts; exercises Level 1 codespacerange+bfchar+bfrange mapping on readable native text
pdfjs_tests	pdfjs_tests	Apache-2.0	pdf	sources/pdfjs/pdf/ArabicCIDTrueType.pdf	https://github.com/mozilla/pdf.js	approved	small Apache-2.0 pdf.js Type0/CIDFont fixture with /ToUnicode bfchar mappings; current output emits stable readable Arabic presentation-form text without U+FFFF or mojibake
pdfjs_tests	pdfjs_tests	Apache-2.0	pdf	sources/pdfjs/pdf/ArabicCIDTrueType.pdf	https://github.com/mozilla/pdf.js	approved	Local-only count guard on the pdf.js Arabic CID TrueType sample; catches duplicate line splitting or Unicode replacement leakage on the current stable /ToUnicode path
pdfjs_tests	pdfjs_tests	Apache-2.0	pdf	sources/pdfjs/pdf/IdentityToUnicodeMap_charCodeOf.pdf	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/IdentityToUnicodeMap_charCodeOf.pdf	approved	small Apache-2.0 pdf.js identity-map fixture with stable /ToUnicode text; useful positive control for charCodeOf-style extraction
pdfjs_tests	pdfjs_tests	Apache-2.0	pdf	sources/pdfjs/pdf/IdentityToUnicodeMap_charCodeOf.pdf	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/IdentityToUnicodeMap_charCodeOf.pdf	approved	Local-only count guard on the pdf.js IdentityToUnicodeMap sample; catches duplicate heading emission or replacement-glyph leakage while preserving the current corpus-runner-visible heading-only output
pdfjs_tests	pdfjs_tests	Apache-2.0	pdf	sources/pdfjs/pdf/arial_unicode_ab_cidfont.pdf	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/arial_unicode_ab_cidfont.pdf	approved	Small Apache-2.0 pdf.js CIDFont sample whose embedded /ToUnicode CMap maps each code to U+FFFF; current native extraction no longer leaks U+FFFF replacement glyphs into normal output
pdfjs_tests	pdfjs_tests	Apache-2.0	pdf	sources/pdfjs/pdf/arial_unicode_ab_cidfont.pdf	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/arial_unicode_ab_cidfont.pdf	approved	Local-only count guard on the pdf.js invalid-ToUnicode CIDFont sample; catches replacement-glyph leakage while preserving the current non-empty fallback text path
pdfjs_tests	pdfjs_tests	Apache-2.0	pdf	sources/pdfjs/pdf/arial_unicode_en_cidfont.pdf	https://github.com/mozilla/pdf.js	approved	small Apache-2.0 pdf.js Type0/CIDFontType2 sample with /Identity-H and no /ToUnicode; current native extraction now recovers the visible English text instead of shifted garbage
pdfjs_tests	pdfjs_tests	Apache-2.0	pdf	sources/pdfjs/pdf/arial_unicode_en_cidfont.pdf	https://github.com/mozilla/pdf.js	approved	Local-only count guard on the pdf.js Identity-H no-ToUnicode English sample; catches regressions back to shifted garbage or duplicated sentence emission
python_docx_tests	python_docx_tests	MIT	docx	sources/python-docx/docx/comments-rich-para.docx	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/comments-rich-para.docx	approved	MIT-licensed python-docx sample with rich comment bodies containing hyperlinks and inline images; exercises comment appendix inline preservation
python_docx_tests	python_docx_tests	MIT	docx	sources/python-docx/docx/comments-rich-para.docx	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/comments-rich-para.docx	approved	Local-only count guard on python-docx rich comment sample; catches duplicate comment appendix or repeated inline marker emission
python_docx_tests	python_docx_tests	MIT	docx	sources/python-docx/docx/par-hyperlinks.docx	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/par-hyperlinks.docx	approved	MIT-licensed python-docx sample with multiple external hyperlinks in paragraph order
python_docx_tests	python_docx_tests	MIT	docx	sources/python-docx/docx/par-hlink-frags.docx	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/par-hlink-frags.docx	approved	MIT-licensed python-docx sample with anchor-only bookmark hyperlink; expected markdown should preserve internal fragment target
python_docx_tests	python_docx_tests	MIT	docx	sources/python-docx/docx/par-hlink-frags.docx	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/par-hlink-frags.docx	approved	MIT-licensed python-docx sample covering external hyperlink targets with separate anchor fragments and literal fragment-bearing addresses
python_docx_tests	python_docx_tests	MIT	docx	sources/python-docx/docx/having-images.docx	https://github.com/python-openxml/python-docx/blob/master/tests/test_files/having-images.docx	approved	MIT-licensed python-docx sample with multiple inline images and no surrounding narrative text; useful image export smoke
