bench_id	format	source_group	size_class	target_rel_path	landing_url	source_url	license_id	license_url	terms_url	bench_layers	enabled_tier	review_status	download_status	notes
docx_bus_stop_defs	docx	opendatani	tiny	docx/opendatani/tiny/definitions-of-headings-of-translink-bus-stop-list-table.docx	https://www.data.gov.uk/dataset/495c6964-e8d2-4bf1-9942-8d950b3a0ceb/translink-bus-stop-list	https://admin.opendatani.gov.uk/dataset/495c6964-e8d2-4bf1-9942-8d950b3a0ceb/resource/169d8ffa-79bd-46bd-b6be-931cd46d6842/download/definitions-of-headings-of-translink-bus-stop-list-table.docx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	catalog_only	FETCH_BLOCKED in this environment; kept as catalog candidate.
docx_dvla_user_guide	docx	opendatani	medium	docx/opendatani/medium/driving-licence-data-user-guide-sep-2017.docx	https://www.data.gov.uk/dataset/d0be1ed2-9907-4ec4-b552-c048f6aec16a/driving-licence-data	https://data.dft.gov.uk/driving-licence-data/driving-licence-data-user-guide-sep-2017.docx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	smoke	reviewed_candidate	reused	
docx_manchester_parking_metadata	docx	opendatani	small	docx/opendatani/small/parking_spaces_2018_metadata.docx	https://www.data.gov.uk/dataset/79c34ee5-b548-4461-800c-c6b3ce6865bb/http-www-manchester-gov-uk-open-download-downloads-id-712-parking_spaces_2017-csv	http://www.manchester.gov.uk/open/download/downloads/id/562/parking_spaces_2018_metadata.docx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	catalog_only	FETCH_BLOCKED in this environment; kept as catalog candidate.
docx_trade_union_2020	docx	opendatani	small	docx/opendatani/small/trade_union_facility_time_2020_metadata.docx	https://www.data.gov.uk/dataset/6ed20c3e-f8be-4ad4-b49c-9c655daab4ae/public-sector-facility-time-publication	http://open.manchester.gov.uk/download/downloads/id/928/trade_union_facility_time_2020_metadata.docx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	catalog_only	FETCH_BLOCKED in this environment; kept as catalog candidate.
docx_trade_union_2022	docx	opendatani	small	docx/opendatani/small/trade_union_facility_time_2022.docx	https://www.data.gov.uk/dataset/6ed20c3e-f8be-4ad4-b49c-9c655daab4ae/public-sector-facility-time-publication	https://www.manchester.gov.uk/open/downloads/download/163/trade_union_facility_time	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	catalog_only	FETCH_BLOCKED in this environment; kept as catalog candidate.
docx_trade_union_2023	docx	opendatani	small	docx/opendatani/small/trade_union_facility_time_2023.docx	https://www.data.gov.uk/dataset/6ed20c3e-f8be-4ad4-b49c-9c655daab4ae/public-sector-facility-time-publication	https://open.manchester.gov.uk/downloads/file/1160/trade_union_facility_time_2023	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	catalog_only	FETCH_BLOCKED in this environment; kept as catalog candidate.
docx_trade_union_2024	docx	opendatani	small	docx/opendatani/small/trade_union_facility_time_2024.docx	https://www.data.gov.uk/dataset/6ed20c3e-f8be-4ad4-b49c-9c655daab4ae/public-sector-facility-time-publication	https://www.manchester.gov.uk/open/downloads/download/187/trade_union_facility_time_2024	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	catalog_only	FETCH_BLOCKED in this environment; kept as catalog candidate.
pptx_staff_officer	pptx	opendatani	medium	pptx/opendatani/medium/staff-officer-irc241559-final.pptx	https://www.data.gov.uk/dataset/e7d8e911-bf68-472b-bf9c-3a337cf152e0/irc241559-staff-officer-so-external-recruitment-campaign-section-75-data	https://admin.opendatani.gov.uk/dataset/e7d8e911-bf68-472b-bf9c-3a337cf152e0/resource/fd6e9f25-0ecf-4268-a47c-89d21ed26f54/download/staff-officer---irc241559---final.pptx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	catalog_only	FETCH_BLOCKED in this environment; kept as catalog candidate.
pptx_deputy_principal	pptx	opendatani	medium	pptx/opendatani/medium/deputy-principal-irc241560.pptx	https://www.data.gov.uk/dataset/e0ccb98b-a255-43c0-b4a2-3ea3a473fdd1/irc241560-deputy-principal-dp-external-recruitment-campaign-data	https://admin.opendatani.gov.uk/dataset/e0ccb98b-a255-43c0-b4a2-3ea3a473fdd1/resource/bbde7f56-53e5-4a8f-beb4-6704335f9375/download/deputy-principal---irc241560.pptx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	catalog_only	FETCH_BLOCKED in this environment; kept as catalog candidate.
pptx_skills_academy	pptx	opendatani	medium	pptx/opendatani/medium/skills-academy-so-competition-irc284906.pptx	https://www.data.gov.uk/dataset/90fbe621-d564-48db-a1c4-3e9070b6d5ca/irc284906-skills-academy-so-competition-external-recruitment-campaign-data	https://admin.opendatani.gov.uk/dataset/90fbe621-d564-48db-a1c4-3e9070b6d5ca/resource/e418a83e-5db1-4d47-b16f-10a3262a4c3f/download/skills-academy-so-competition-irc284906-.pptx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	catalog_only	FETCH_BLOCKED in this environment; kept as catalog candidate.
pptx_student_placement_2022	pptx	opendatani	medium	pptx/opendatani/medium/student-placement-irc-275819.pptx	https://www.data.gov.uk/dataset/beb9ee30-d015-43e3-8ae7-cb33a1de626b/nics-student-placement-external-recruitment-campaign-data-irc-275819	https://admin.opendatani.gov.uk/dataset/beb9ee30-d015-43e3-8ae7-cb33a1de626b/resource/e974733b-46ec-4cdb-882f-299b1c3b054e/download/student-placement-competition--irc-275819.pptx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	catalog_only	FETCH_BLOCKED in this environment; kept as catalog candidate.
pptx_operational_apprentice	pptx	opendatani	medium	pptx/opendatani/medium/operational-delivery-apprentice.pptx	https://www.data.gov.uk/dataset/e0c7d95f-6589-4f63-a5aa-bda297be0895/irc269650-nics-operational-delivery-apprentice-scheme-external-recruitment-campaign-data	https://www.opendatani.gov.uk/dataset/e0c7d95f-6589-4f63-a5aa-bda297be0895/resource/c1fd7c08-93d7-45bb-ba35-ff32424beeb2/download/completed-stages-of-operational-delivery-apprentice-comp---with-tables--extra-offer.pptx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	catalog_only	FETCH_BLOCKED in this environment; kept as catalog candidate.
pptx_so_275969	pptx	opendatani	medium	pptx/opendatani/medium/so-completed-stages-with-tables.pptx	https://www.data.gov.uk/dataset/e1bd774e-bda7-42dc-bd49-0b38caef283b/irc275969-staff-officer-so-external-recruitment-campaign-data	https://www.opendatani.gov.uk/dataset/e1bd774e-bda7-42dc-bd49-0b38caef283b/resource/560f8a2a-8c86-475d-ba07-d0abee6f087d/download/so---completed-stages-with-tables.pptx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	catalog_only	FETCH_BLOCKED in this environment; kept as catalog candidate.
pptx_eo_265817	pptx	opendatani	medium	pptx/opendatani/medium/completed-stages-of-eoi-and-eoii.pptx	https://www.data.gov.uk/dataset/f458b041-ab57-413a-a925-ad0953138d3a/irc265817-executive-officer-2	https://www.opendatani.gov.uk/dataset/f458b041-ab57-413a-a925-ad0953138d3a/resource/dad7b2ce-e37b-483a-90d9-db8d6fcf05b8/download/completed-stages-of-eoi-and-eoii.pptx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	catalog_only	FETCH_BLOCKED in this environment; kept as catalog candidate.
pptx_nhs_diabetes	pptx	nhs_digital	large	pptx/nhs_digital/large/NDA_DPP_MainReport_1718_1.1.pptx	https://www.data.gov.uk/dataset/314fb958-a5b9-43b2-95aa-38113a5e52d3/national-diabetes-audit-diabetes-prevention-programme-2017-18-diagnoses-and-demographics	https://files.digital.nhs.uk/A6/CD0E5A/NDA_DPP_MainReport_1718_1.1.pptx	CC-BY-4.0	https://creativecommons.org/licenses/by/4.0/		convert;cli;compare	disabled	reviewed_candidate	reused	
pptx_ao_2019	pptx	opendatani	medium	pptx/opendatani/medium/completed-stages-of-ao-with-tables.pptx	https://www.data.gov.uk/dataset/52f3bf19-6073-48b5-bf5f-1260bb7ae7a9/irc240709-administrative-officer-ao-external-recruitment-2019-20	https://www.opendatani.gov.uk/dataset/52f3bf19-6073-48b5-bf5f-1260bb7ae7a9/resource/eb2b492b-900b-4740-a6a3-88dcac799915/download/completed-stages-of-ao---with-tables.pptx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	catalog_only	FETCH_BLOCKED in this environment; kept as catalog candidate.
pptx_ecgd_orgchart	pptx	govuk_orgcharts	small	pptx/govuk_orgcharts/small/ecgd-structure-chart-march-2012.pptx	https://www.data.gov.uk/dataset/c06fa044-eafc-4ed8-8941-426c5ad03a6f/staff-organograms-and-pay-ecgd	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/190928/ecgd-structure-chart-march-2012.pptx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	smoke	reviewed_candidate	reused	
xlsx_ons_mye24	xlsx	ons	medium	xlsx/ons/medium/mye24tablesuk.xlsx	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland	https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland/mid2024/mye24tablesuk.xlsx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	smoke	reviewed_candidate	reused	
xlsx_ons_myeb_2011_2024	xlsx	ons	medium	xlsx/ons/medium/myebtablesuk20112024.xlsx	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland	https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland/mid2011tomid2024/myebtablesuk20112024.xlsx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	reused	
xlsx_ons_ukpop_1838_2024	xlsx	ons	medium	xlsx/ons/medium/ukpopulationestimates18382024.xlsx	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland	https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland/ukpopulationestimates1838to2024/ukpopulationestimates18382024.xlsx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	reused	
xlsx_ons_mye23	xlsx	ons	medium	xlsx/ons/medium/mye23tablesuk.xlsx	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland	https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland/mid2023/mye23tablesuk.xlsx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	reused	
xlsx_ons_ukpop_1838_2023	xlsx	ons	medium	xlsx/ons/medium/ukpopulationestimates183820231.xlsx	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland	https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland/ukpopulationestimates1838to2023/ukpopulationestimates183820231.xlsx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	reused	
xlsx_ons_myeb_2011_2022	xlsx	ons	medium	xlsx/ons/medium/myebtablesuk20112022.xlsx	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland	https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland/mid2011tomid2022/myebtablesuk20112022.xlsx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	reused	
xlsx_ons_mye22	xlsx	ons	medium	xlsx/ons/medium/mye22final.xlsx	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland	https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland/mid2022/mye22final.xlsx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	reused	
xlsx_ons_regional_1971_2020	xlsx	ons	medium	xlsx/ons/medium/regionalpopestimatesenglandandwales19712020.xlsx	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland	https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland/mid2001tomid2020detailedtimeseries/regionalpopestimatesenglandandwales19712020.xlsx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	reused	
xlsx_ons_ukpop_1838_2020	xlsx	ons	medium	xlsx/ons/medium/ukpopulationestimates18382020.xlsx	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland	https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland/mid2001tomid2020detailedtimeseries/ukpopulationestimates18382020.xlsx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	reused	
xlsx_ons_ukpop_1838_2019	xlsx	ons	medium	xlsx/ons/medium/ukpopulationestimates18382019.xlsx	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland	https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland/mid2001tomid2019detailedtimeseries/ukpopulationestimates18382019.xlsx	OGL-UK-3.0	https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/		convert;cli;compare	disabled	reviewed_candidate	reused	
html_w3c_wcag22	html	w3c_specs	medium	html/w3c_specs/medium/wcag22.html	https://www.w3.org/TR/WCAG22/	https://www.w3.org/TR/WCAG22/	LicenseRef-W3C-Document-2023	https://www.w3.org/copyright/document-license-2023/		parser;convert;cli;compare	smoke	reviewed_candidate	reused	
html_w3c_svg2	html	w3c_specs	large	html/w3c_specs/large/svg2.html	https://www.w3.org/TR/SVG2/	https://www.w3.org/TR/SVG2/	LicenseRef-W3C-Document-2023	https://www.w3.org/copyright/document-license-2023/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
html_w3c_css_color4	html	w3c_specs	medium	html/w3c_specs/medium/css_color4.html	https://www.w3.org/TR/css-color-4/	https://www.w3.org/TR/css-color-4/	LicenseRef-W3C-Document-2023	https://www.w3.org/copyright/document-license-2023/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
html_w3c_css_grid2	html	w3c_specs	medium	html/w3c_specs/medium/css_grid2.html	https://www.w3.org/TR/css-grid-2/	https://www.w3.org/TR/css-grid-2/	LicenseRef-W3C-Document-2023	https://www.w3.org/copyright/document-license-2023/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
html_w3c_webaudio	html	w3c_specs	large	html/w3c_specs/large/webaudio.html	https://www.w3.org/TR/webaudio/	https://www.w3.org/TR/webaudio/	LicenseRef-W3C-Document-2023	https://www.w3.org/copyright/document-license-2023/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
html_w3c_uievents	html	w3c_specs	medium	html/w3c_specs/medium/uievents.html	https://www.w3.org/TR/uievents/	https://www.w3.org/TR/uievents/	LicenseRef-W3C-Document-2023	https://www.w3.org/copyright/document-license-2023/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
html_w3c_html_aria	html	w3c_specs	medium	html/w3c_specs/medium/html_aria.html	https://www.w3.org/TR/html-aria/	https://www.w3.org/TR/html-aria/	LicenseRef-W3C-Document-2023	https://www.w3.org/copyright/document-license-2023/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
html_w3c_accname	html	w3c_specs	medium	html/w3c_specs/medium/accname.html	https://www.w3.org/TR/accname-1.2/	https://www.w3.org/TR/accname-1.2/	LicenseRef-W3C-Document-2023	https://www.w3.org/copyright/document-license-2023/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
html_w3c_wai_aria	html	w3c_specs	large	html/w3c_specs/large/wai_aria.html	https://www.w3.org/TR/wai-aria-1.2/	https://www.w3.org/TR/wai-aria-1.2/	LicenseRef-W3C-Document-2023	https://www.w3.org/copyright/document-license-2023/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
html_w3c_payment_request	html	w3c_specs	medium	html/w3c_specs/medium/payment_request.html	https://www.w3.org/TR/payment-request/	https://www.w3.org/TR/payment-request/	LicenseRef-W3C-Document-2023	https://www.w3.org/copyright/document-license-2023/		parser;convert;cli;compare	disabled	reviewed_candidate	reused	
epub_gutenberg_moby_dick	epub	gutenberg_books	small	epub/gutenberg_books/small/pg2701-images-3.epub	https://www.gutenberg.org/ebooks/2701	https://www.gutenberg.org/cache/epub/2701/pg2701-images-3.epub	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		convert;cli	disabled	reviewed_candidate	reused	Project Gutenberg file retained with license/header context.
epub_gutenberg_pride	epub	gutenberg_books	medium	epub/gutenberg_books/medium/pg1342-images-3.epub	https://www.gutenberg.org/ebooks/1342	https://www.gutenberg.org/cache/epub/1342/pg1342-images-3.epub	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		convert;cli	disabled	reviewed_candidate	failed	Project Gutenberg file retained with license/header context.
epub_gutenberg_frankenstein	epub	gutenberg_books	small	epub/gutenberg_books/small/pg84-images-3.epub	https://www.gutenberg.org/ebooks/84	https://www.gutenberg.org/cache/epub/84/pg84-images-3.epub	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		convert;cli	disabled	reviewed_candidate	failed	Project Gutenberg file retained with license/header context.
epub_gutenberg_dracula	epub	gutenberg_books	small	epub/gutenberg_books/small/pg345-images-3.epub	https://www.gutenberg.org/ebooks/345	https://www.gutenberg.org/cache/epub/345/pg345-images-3.epub	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		convert;cli	disabled	reviewed_candidate	failed	Project Gutenberg file retained with license/header context.
epub_gutenberg_sherlock	epub	gutenberg_books	small	epub/gutenberg_books/small/pg1661-images-3.epub	https://www.gutenberg.org/ebooks/1661	https://www.gutenberg.org/cache/epub/1661/pg1661-images-3.epub	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		convert;cli	disabled	reviewed_candidate	downloaded	Project Gutenberg file retained with license/header context.
epub_gutenberg_alice	epub	gutenberg_books	small	epub/gutenberg_books/small/pg11-images-3.epub	https://www.gutenberg.org/ebooks/11	https://www.gutenberg.org/cache/epub/11/pg11-images-3.epub	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		convert;cli	smoke	reviewed_candidate	reused	Project Gutenberg file retained with license/header context.
epub_gutenberg_tale_two_cities	epub	gutenberg_books	small	epub/gutenberg_books/small/pg98-images-3.epub	https://www.gutenberg.org/ebooks/98	https://www.gutenberg.org/cache/epub/98/pg98-images-3.epub	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		convert;cli	disabled	reviewed_candidate	failed	Project Gutenberg file retained with license/header context.
epub_gutenberg_dorian_gray	epub	gutenberg_books	small	epub/gutenberg_books/small/pg174-images-3.epub	https://www.gutenberg.org/ebooks/174	https://www.gutenberg.org/cache/epub/174/pg174-images-3.epub	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		convert;cli	disabled	reviewed_candidate	reused	Project Gutenberg file retained with license/header context.
epub_gutenberg_war_and_peace	epub	gutenberg_books	medium	epub/gutenberg_books/medium/pg2600-images-3.epub	https://www.gutenberg.org/ebooks/2600	https://www.gutenberg.org/cache/epub/2600/pg2600-images-3.epub	LicenseRef-Project-Gutenberg	https://www.gutenberg.org/policy/license.html		convert;cli	disabled	reviewed_candidate	failed	Project Gutenberg file retained with license/header context.
