id	format	path	source_type	source_id	license_status	license_review_status	privacy	size_class	features	expected_signals	quality_tier	original_url	local_cache_path	notes	proposed_rel_path	migration_action	migration_note	quality_tags	quality_note	proposed_expected_fail	proposed_skip_reason
epub_nav_idpf_epub30_test_0150_counts	epub	external_quality/epub/idpf-epub-testsuite/epub30-test-0150.epub	tool_fixture	idpf_epub_testsuite	CC-BY-4.0	approved	external_cache	medium	epub;nav;spine;landmarks;page_list;custom_nav;count_guard	no_empty_output;exact_count:# EPUB/xhtml/front.xhtml=1;exact_count:# EPUB Navigation Documents: 0150=1;exact_count:# EPUB/xhtml/epubnav-001.xhtml=1;exact_count:# Navigation Documents=1;exact_count:## toc nav=1;exact_count:## landmarks nav=1;exact_count:## page-list nav=1;exact_count:## Custom nav elements=1;exact_count:## Spine rendering=1;exact_count:# EPUB/xhtml/testdoc-001.xhtml=1;exact_count:# Index=1;exact_count:If the number 110 is visible between two paragraphs on the page that loads, the test passes.=1;exact_count:## Glossary=1;not_contains:<script;not_contains:-->;order:# EPUB/xhtml/front.xhtml|# EPUB Navigation Documents: 0150|# EPUB/xhtml/epubnav-001.xhtml|# Navigation Documents|## toc nav|## landmarks nav|## page-list nav|## Custom nav elements|## Spine rendering|# EPUB/xhtml/testdoc-001.xhtml|# Index	reference	https://github.com/IDPF/epub-testsuite/tree/main/content/30/epub30-test-0150	external_quality/epub/idpf-epub-testsuite	Local-only strong nav/spine guard on the IDPF 0150 EPUB sample; catches reordered nav-in-spine sections, leaked markup, and duplicate nav headings beyond the earlier broad contains-all row	epub/idpf-epub-testsuite/epub30-test-0150.epub	needs_source_review	source_id missing or not found in staging source catalog				
xml_namespace_cpython_simple_ns	xml	external_quality/xml/cpython/simple-ns.xml	tool_fixture	cpython_xml_tests	PSF-2.0	approved	external_cache	small	xml;namespace;processing_instruction;comment;literal_passthrough	no_empty_output;contains_all:<?pi data?>|<!-- comment -->|<root xmlns='namespace'>|<element key='value'>text</element>|<empty-element/>	reference	https://github.com/python/cpython/blob/main/Lib/test/xmltestdata/simple-ns.xml	external_quality/xml/cpython	PSF-2.0 CPython XML fixture with a namespace declaration, PI, comment, tail text, and empty element; current normal XML path should preserve the source literally inside a fenced XML block	xml/cpython/simple-ns.xml	needs_source_review	source_id missing or not found in staging source catalog				
xml_utf8_long_attr_cpython_expat224_bug	xml	external_quality/xml/cpython/expat224_utf8_bug.xml	tool_fixture	cpython_xml_tests	PSF-2.0	approved	external_cache	medium	xml;utf8;cjk;long_attribute;literal_passthrough	no_empty_output;contains_all:<a b='01234567890123456|古人咏雪抽幽思骋妍辞竞险韵|弘治戊午仲冬望日慈溪杨子器	reference	https://github.com/python/cpython/blob/main/Lib/test/xmltestdata/expat224_utf8_bug.xml	external_quality/xml/cpython	PSF-2.0 CPython XML fixture used for Expat UTF-8 regression coverage; current normal XML path should preserve the long mixed CJK attribute payload literally inside a fenced XML block	xml/cpython/expat224_utf8_bug.xml	needs_source_review	source_id missing or not found in staging source catalog				
xml_iso_8859_1_cpython_test	xml	external_quality/xml/cpython/test.xml	tool_fixture	cpython_xml_tests	PSF-2.0	approved	external_cache	medium	xml;encoding_decl;iso_8859_1;literal_passthrough	"no_empty_output;contains_all:<?xml version=""1.0"" encoding=""iso-8859-1""?>|Introduction to XSL|Who are you?|µ;not_contains:utf8 decode failed"	reference	https://github.com/python/cpython/blob/main/Lib/test/xmltestdata/test.xml	external_quality/xml/cpython	PSF-2.0 CPython XML fixture declared as iso-8859-1; normal XML output should respect the source encoding declaration and preserve the literal XML content inside a fenced block instead of failing UTF-8 decode	xml/cpython/test.xml	needs_source_review	source_id missing or not found in staging source catalog				
csv_quoted_newlines_csv_spectrum	csv	external_quality/csv/csv-spectrum/newlines.csv	tool_fixture	csv_spectrum_tests	BSD-2-Clause	approved	external_cache	small	csv;quoted_newline;table	no_empty_output;contains_all:Once upon<br>a time|5|6;table_marker	reference	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/newlines.csv	external_quality/csv/csv-spectrum	BSD-2-Clause csv-spectrum sample with an embedded newline inside a quoted field; normal output should preserve row structure and lower the embedded line break conservatively	csv/csv-spectrum/newlines.csv	needs_source_review	source_id missing or not found in staging source catalog				
csv_quotes_and_newlines_csv_spectrum	csv	external_quality/csv/csv-spectrum/quotes_and_newlines.csv	tool_fixture	csv_spectrum_tests	BSD-2-Clause	approved	external_cache	small	csv;quoted_newline;escaped_quotes;table	"no_empty_output;contains_all:ha<br>""ha""<br>ha|3|4;table_marker"	reference	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/quotes_and_newlines.csv	external_quality/csv/csv-spectrum	BSD-2-Clause csv-spectrum sample combining embedded newlines with escaped quotes inside one field; normal output should keep the field in one table cell with readable `<br>` breaks	csv/csv-spectrum/quotes_and_newlines.csv	needs_source_review	source_id missing or not found in staging source catalog				
csv_quotes_and_newlines_csv_spectrum_counts	csv	external_quality/csv/csv-spectrum/quotes_and_newlines.csv	tool_fixture	csv_spectrum_tests	BSD-2-Clause	approved	external_cache	small	csv;quoted_newline;escaped_quotes;count_guard;table	"no_empty_output;exact_count:| a | b |=1;exact_count:| --- | --- |=1;exact_count:| 1 | ha<br>""ha""<br>ha |=1;exact_count:| 3 | 4 |=1;max_long_token_len:24;table_marker"	reference	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/quotes_and_newlines.csv	external_quality/csv/csv-spectrum	Local-only quoted-newline/escaped-quote guard on the csv-spectrum sample; catches row collapse or quote artifact leakage while preserving the current `<br>` lowering inside one table cell	csv/csv-spectrum/quotes_and_newlines.csv	needs_source_review	source_id missing or not found in staging source catalog				
csv_comma_in_quotes_csv_spectrum	csv	external_quality/csv/csv-spectrum/comma_in_quotes.csv	tool_fixture	csv_spectrum_tests	BSD-2-Clause	approved	external_cache	small	csv;comma_in_quotes;table	no_empty_output;contains_all:| first | last | address | city | zip ||Anytown, WW|08123;table_marker	reference	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/comma_in_quotes.csv	external_quality/csv/csv-spectrum	BSD-2-Clause csv-spectrum sample with a comma inside a quoted city field; normal output should keep the row aligned and preserve the comma-bearing text in one cell	csv/csv-spectrum/comma_in_quotes.csv	needs_source_review	source_id missing or not found in staging source catalog				
csv_comma_in_quotes_csv_spectrum_counts	csv	external_quality/csv/csv-spectrum/comma_in_quotes.csv	tool_fixture	csv_spectrum_tests	BSD-2-Clause	approved	external_cache	small	csv;comma_in_quotes;count_guard;table	no_empty_output;exact_count:| first | last | address | city | zip |=1;exact_count:| John | Doe | 120 any st. | Anytown, WW | 08123 |=1;max_long_token_len:24;table_marker	reference	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/comma_in_quotes.csv	external_quality/csv/csv-spectrum	Local-only comma-in-quotes guard on the csv-spectrum sample; catches delimiter drift that would split the quoted city field or duplicate the lone data row	csv/csv-spectrum/comma_in_quotes.csv	needs_source_review	source_id missing or not found in staging source catalog				
csv_empty_fields_csv_spectrum	csv	external_quality/csv/csv-spectrum/empty.csv	tool_fixture	csv_spectrum_tests	BSD-2-Clause	approved	external_cache	small	csv;empty_fields;table	no_empty_output;contains_all:| 1 |  |  || 2 | 3 | 4 |;table_marker	reference	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/empty.csv	external_quality/csv/csv-spectrum	BSD-2-Clause csv-spectrum sample with explicit empty quoted cells; normal output should preserve column count and keep empty fields empty instead of collapsing cells	csv/csv-spectrum/empty.csv	needs_source_review	source_id missing or not found in staging source catalog				
csv_empty_fields_csv_spectrum_counts	csv	external_quality/csv/csv-spectrum/empty.csv	tool_fixture	csv_spectrum_tests	BSD-2-Clause	approved	external_cache	small	csv;empty_fields;count_guard;table	no_empty_output;exact_count:| a | b | c |=1;exact_count:| --- | --- | --- |=1;exact_count:| 1 |  |  |=1;exact_count:| 2 | 3 | 4 |=1;table_marker;max_long_token_len:20	reference	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/empty.csv	external_quality/csv/csv-spectrum	Local-only empty-field guard on the csv-spectrum sample; catches collapsed explicit empty cells or delimiter drift on the tiny three-column table	csv/csv-spectrum/empty.csv	needs_source_review	source_id missing or not found in staging source catalog				
csv_escaped_quotes_csv_spectrum	csv	external_quality/csv/csv-spectrum/escaped_quotes.csv	tool_fixture	csv_spectrum_tests	BSD-2-Clause	approved	external_cache	small	csv;escaped_quotes;table	"no_empty_output;contains_all:ha ""ha"" ha|3|4;table_marker"	reference	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/escaped_quotes.csv	external_quality/csv/csv-spectrum	BSD-2-Clause csv-spectrum sample with doubled quotes inside a quoted field; normal output should unescape them once while preserving the field as one cell	csv/csv-spectrum/escaped_quotes.csv	needs_source_review	source_id missing or not found in staging source catalog				
csv_escaped_quotes_csv_spectrum_counts	csv	external_quality/csv/csv-spectrum/escaped_quotes.csv	tool_fixture	csv_spectrum_tests	BSD-2-Clause	approved	external_cache	small	csv;escaped_quotes;count_guard;table	"no_empty_output;exact_count:| a | b |=1;exact_count:| --- | --- |=1;exact_count:| 1 | ha ""ha"" ha |=1;exact_count:| 3 | 4 |=1;table_marker;max_long_token_len:20"	reference	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/escaped_quotes.csv	external_quality/csv/csv-spectrum	Local-only escaped-quote guard on the csv-spectrum sample; catches quote-unescape drift or row collapse while preserving the current one-cell lowering	csv/csv-spectrum/escaped_quotes.csv	needs_source_review	source_id missing or not found in staging source catalog				
csv_quoted_newlines_crlf_csv_spectrum	csv	external_quality/csv/csv-spectrum/newlines_crlf.csv	tool_fixture	csv_spectrum_tests	BSD-2-Clause	approved	external_cache	small	csv;quoted_newline;crlf;table	no_empty_output;contains_all:Once upon<br>a time|7|8|9;table_marker	reference	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/newlines_crlf.csv	external_quality/csv/csv-spectrum	BSD-2-Clause csv-spectrum sample combining CRLF line endings with an embedded newline inside a quoted cell; normal output should preserve both row boundaries and the intra-cell break conservatively	csv/csv-spectrum/newlines_crlf.csv	needs_source_review	source_id missing or not found in staging source catalog				
csv_quoted_newlines_crlf_csv_spectrum_counts	csv	external_quality/csv/csv-spectrum/newlines_crlf.csv	tool_fixture	csv_spectrum_tests	BSD-2-Clause	approved	external_cache	small	csv;quoted_newline;crlf;count_guard;table	no_empty_output;exact_count:| a | b | c |=1;exact_count:| --- | --- | --- |=1;exact_count:| 1 | 2 | 3 |=1;exact_count:| Once upon<br>a time | 5 | 6 |=1;exact_count:| 7 | 8 | 9 |=1;table_marker;max_long_token_len:24	reference	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/newlines_crlf.csv	external_quality/csv/csv-spectrum	Local-only CRLF quoted-newline guard on the csv-spectrum sample; catches row-boundary collapse or intra-cell newline loss while preserving the current `<br>` lowering	csv/csv-spectrum/newlines_crlf.csv	needs_source_review	source_id missing or not found in staging source catalog				
csv_utf8_non_ascii_csv_spectrum	csv	external_quality/csv/csv-spectrum/utf8.csv	tool_fixture	csv_spectrum_tests	BSD-2-Clause	approved	external_cache	small	csv;utf8;non_ascii;table	no_empty_output;contains:ʤ;table_marker	reference	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/utf8.csv	external_quality/csv/csv-spectrum	BSD-2-Clause csv-spectrum sample with non-ASCII UTF-8 content in a plain cell; normal output should preserve the character without replacement or loss	csv/csv-spectrum/utf8.csv	needs_source_review	source_id missing or not found in staging source catalog				
csv_utf8_non_ascii_csv_spectrum_counts	csv	external_quality/csv/csv-spectrum/utf8.csv	tool_fixture	csv_spectrum_tests	BSD-2-Clause	approved	external_cache	small	csv;utf8;non_ascii;count_guard;table	no_empty_output;exact_count:| a | b | c |=1;exact_count:| 1 | 2 | 3 |=1;exact_count:| 4 | 5 | ʤ |=1;not_contains:�;max_long_token_len:16;table_marker	reference	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/utf8.csv	external_quality/csv/csv-spectrum	Local-only UTF-8 non-ASCII guard on the csv-spectrum sample; catches replacement-glyph leakage or row-shape drift on a tiny non-ASCII table	csv/csv-spectrum/utf8.csv	needs_source_review	source_id missing or not found in staging source catalog				
csv_empty_fields_crlf_csv_spectrum_repo_counts	csv	external_quality/csv/csv-spectrum-repo/csvs/empty_crlf.csv	tool_fixture	csv_spectrum_tests	BSD-2-Clause	approved	external_cache	small	csv;crlf;empty_fields;count_guard;table	no_empty_output;exact_count:| a | b | c |=1;exact_count:| --- | --- | --- |=1;exact_count:| 1 |  |  |=1;exact_count:| 2 | 3 | 4 |=1;table_marker;max_long_token_len:20	reference	https://github.com/max-mapper/csv-spectrum/blob/master/csvs/empty_crlf.csv	external_quality/csv/csv-spectrum-repo/csvs	Local-only CRLF empty-field count guard on csv-spectrum repo sample; catches row collapse or delimiter drift on CRLF input with explicit empties	csv/csv-spectrum-repo/csvs/empty_crlf.csv	needs_source_review	source_id missing or not found in staging source catalog				
zip_mixed_supported_entries_repo_sample_counts	zip	samples/main_process/zip/zip_mixed_supported_entries.zip	tool_fixture	markitdown_repo_samples	Apache-2.0	approved	repo_tracked	small	zip;nested_docs;order;html;json;csv;table;count_guard	no_empty_output;exact_count:# alpha/readme.md=1;exact_count:# Alpha=1;exact_count:# beta/info.json=1;exact_count:| Key | Value |=1;exact_count:| name | Ada |=1;exact_count:# delta/page.html=1;exact_count:# HTML Entry=1;exact_count:# gamma/data.csv=1;exact_count:| Name | Role |=1;exact_count:| Ada | Engineer |=1;exact_count:# zeta/notes.txt=1;exact_count:Archive note.=1;not_contains:../;not_contains:__MACOSX;not_contains:.DS_Store;table_marker;order:# alpha/readme.md|# Alpha|# beta/info.json|# delta/page.html|# gamma/data.csv|# zeta/notes.txt	reference	https://github.com/ZSeanYves/markitdown/blob/main/samples/main_process/zip/zip_mixed_supported_entries.zip	samples/main_process/zip	Local-only repo sample ZIP guard on mixed nested supported docs; catches entry-order drift, duplicate nested content, and table/body flattening across markdown/json/html/csv members		fix_unresolved_path	path does not resolve; inspect possible_matches before editing; source_id missing or not found in staging source catalog				
zip_html_local_image_repo_sample_counts	zip	samples/main_process/zip/zip_html_local_image.zip	tool_fixture	markitdown_repo_samples	Apache-2.0	approved	repo_tracked	small	zip;html;local_image;asset_namespace;count_guard	no_empty_output;exact_count:# site/img/pic.png=1;exact_count:> Skipped: unsupported file type: png=1;exact_count:# site/page.html=1;exact_count:![single](assets/archive/site_page.html/image01.png)=1;not_contains:../;not_contains:__MACOSX;not_contains:.DS_Store;image_ref;asset_count_min:1;order:# site/img/pic.png|> Skipped: unsupported file type: png|# site/page.html|![single](assets/archive/site_page.html/image01.png)	reference	https://github.com/ZSeanYves/markitdown/blob/main/samples/main_process/zip/zip_html_local_image.zip	samples/main_process/zip	Local-only repo sample ZIP guard for HTML local-image extraction; catches asset naming drift, broken nested HTML image resolution, and unsupported member ordering regressions		fix_unresolved_path	path does not resolve; inspect possible_matches before editing; source_id missing or not found in staging source catalog				
pptx_notes_python_pptx_prs_notes	pptx	external_quality/pptx/python-pptx/prs-notes.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;notes;presentationml	no_empty_output;contains_all:Slide 1|Speaker Notes|Notes;metadata_file	reference	https://github.com/scanny/python-pptx	external_quality/pptx/python-pptx	MIT-licensed python-pptx sample with notesSlide1.xml; current output emits a Speaker Notes section	pptx/python-pptx/prs-notes.pptx	needs_source_review	source_id missing or not found in staging source catalog				
pptx_chart_multi_python_pptx_cht_charts	pptx	external_quality/pptx/python-pptx/cht-charts.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;chart;table_fallback;presentationml	no_empty_output;contains_all:## Slide 1|Category|Series 1|Series 2|Series 3	reference	https://github.com/scanny/python-pptx	external_quality/pptx/python-pptx	MIT-licensed python-pptx sample with a stable multi-series chart; normal output should keep the chart-table fallback intact instead of dropping the slide to an empty placeholder	pptx/python-pptx/cht-charts.pptx	needs_source_review	source_id missing or not found in staging source catalog				
pptx_chart_legend_python_pptx_cht_legend	pptx	external_quality/pptx/python-pptx/cht-legend.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;chart;legend;multi_slide;presentationml	no_empty_output;contains_all:## Slide 1|## Slide 2|Category|Series 3	reference	https://github.com/scanny/python-pptx	external_quality/pptx/python-pptx	MIT-licensed python-pptx legend sample spanning multiple chart slides; useful positive control that heterogeneous chart decks still lower via the table fallback path	pptx/python-pptx/cht-legend.pptx	needs_source_review	source_id missing or not found in staging source catalog				
pptx_chart_legend_python_pptx_cht_legend_counts	pptx	external_quality/pptx/python-pptx/cht-legend.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;chart;legend;count_guard;duplicate_guard	no_empty_output;exact_count:## Slide 1=1;exact_count:## Slide 2=1;exact_count:| Category | Series 1 | Series 2 | Series 3 |=2;exact_count:Category 4=2;exact_count:5.0=2;not_contains:<br>;table_marker;order:## Slide 1|Category 1|## Slide 2|Category 1	reference	https://github.com/scanny/python-pptx	external_quality/pptx/python-pptx	Local-only legend chart count guard on python-pptx sample; catches duplicated slide blocks or chart-table header drift while preserving the current two-slide repeated-series layout	pptx/python-pptx/cht-legend.pptx	needs_source_review	source_id missing or not found in staging source catalog				
pptx_notes_python_pptx_sld_notes	pptx	external_quality/pptx/python-pptx/sld-notes.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;notes;blank_slide;presentationml	no_empty_output;contains_all:## Slide 1|### Speaker Notes|Notes|## Slide 2	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/sld-notes.pptx	external_quality/pptx/python-pptx	MIT-licensed python-pptx slide-notes sample with one populated notes slide and one blank content slide; useful richer notes-path positive control	pptx/python-pptx/sld-notes.pptx	needs_source_review	source_id missing or not found in staging source catalog				
pptx_hyperlink_python_pptx_ext_rels	pptx	external_quality/pptx/python-pptx/ext-rels.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;hyperlink;presentationml	no_empty_output;contains_all:Code is available at|the python-pptx repository on GitHub;link_ref;contains:https://github.com/scanny/python-pptx;metadata_file	reference	https://github.com/scanny/python-pptx	external_quality/pptx/python-pptx	MIT-licensed python-pptx sample with explicit external hyperlink relationship on slide text	pptx/python-pptx/ext-rels.pptx	needs_source_review	source_id missing or not found in staging source catalog				
pptx_comments_openxmlsdk_viewpr_showcomments	pptx	external_quality/pptx/openxml-sdk/viewPr-showComments-1.pptx	tool_fixture	openxml_sdk_tests	MIT	approved	external_cache	small	pptx;comments;presentationml	no_empty_output;contains_all:Presentation View Properties|Do NOT resave this presentation.|PowerPoint Rocks!!!	reference	https://github.com/dotnet/Open-XML-SDK	external_quality/pptx/openxml-sdk	MIT-licensed Open-XML-SDK sample with comments and commentAuthors; current output emits slide text plus PPTX comment appendix	pptx/openxml-sdk/viewPr-showComments-1.pptx	needs_source_review	source_id missing or not found in staging source catalog				
pptx_mediareference_openxmlsdk	pptx	external_quality/pptx/openxml-sdk/mediareference.pptx	tool_fixture	openxml_sdk_tests	MIT	approved	external_cache	small	pptx;image;media_reference;presentationml	no_empty_output;image_ref;asset_count_min:2	reference	https://github.com/dotnet/Open-XML-SDK/blob/main/test/DocumentFormat.OpenXml.Tests.Assets/assets/TestFiles/mediareference.pptx	external_quality/pptx/openxml-sdk	MIT-licensed Open XML SDK media-reference sample whose slides contain clickable media pictures but no body text; normal output should still fall back to exported slide image refs instead of a silent empty result	pptx/openxml-sdk/mediareference.pptx	needs_source_review	source_id missing or not found in staging source catalog				
